PersonID,Role,Age,OwnMonthlyIncome,ParentMonthlyIncome,CumulativeFamilyIncome,FamilySize,IncomeBracket,Occupation,MaritalStatus,RecommendedPlan,PremiumType,PlanMonthlyPayment,AvgMaxCoverage
1078,Young Adult,20,55459,0,70376,1,Medium,Sales Associate,Married,Individual Health Insurance,Lite,13437,669409
1079,Adult,50,64266,0,108976,2,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
1080,Adult,49,144726,0,255079,4,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
1081,Adult,53,110601,0,166060,2,High,Executive,Married,Family Health Insurance,Premier,25574,499383
1082,Adult,27,127037,0,171747,4,High,Professional,Married,Family Health Insurance,Premier,25574,499383
1083,Adult,55,14917,0,14917,1,Low,Service Worker,Single,Parents Health Insurance,Basic,4515,573070
1084,Adult,42,55459,0,159440,3,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
1085,Teen,13,0,94515,94515,7,Medium,Dependent,Single,Protability Insurance,Lite,10315,326569
1086,Adult,63,14917,0,131784,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
1087,Adult,51,147069,0,147069,1,High,Manager,Single,Accidental Coverage,Premier,15431,470322
1088,Teen,13,0,116867,116867,7,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
1089,Adult,52,144726,0,181955,4,High,Professional,Married,Family Health Insurance,Premier,25574,499383
1090,Teen,16,0,89302,89302,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
1091,Teen,15,0,127037,127037,6,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
1092,Adult,41,110601,0,160906,2,High,Manager,Married,Family Health Insurance,Premier,25574,499383
1093,Child,2,0,26656,26656,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
1094,Child,6,0,77923,77923,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
1095,Teen,16,0,92044,92044,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
1096,Adult,28,14917,0,14917,1,Low,Service Worker,Single,Individual Health Insurance,Basic,4712,669409
1097,Teen,19,0,144726,144726,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
1098,Adult,31,89302,0,196579,3,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
1099,Child,8,0,83435,83435,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
1100,Young Adult,19,52200,0,96910,4,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
1101,Young Adult,21,144726,0,189436,4,High,Professional,Married,Family Health Insurance,Premier,25574,499383
1102,Child,5,0,81150,81150,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
1103,Adult,43,89302,0,214042,1,Medium,Technician,Married,Protability Insurance,Lite,10315,326569
1104,Adult,28,55459,0,182496,4,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
1105,Adult,33,89302,0,206169,4,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
1106,Teen,18,0,124740,124740,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
1107,Adult,62,63603,0,100832,1,Medium,Technician,Married,Parents Health Insurance,Lite,10404,573070
1108,Young Adult,20,88061,0,129372,2,Medium,Service Worker,Married,Family Health Insurance,Lite,17575,499383
1109,Adult,49,94515,0,94515,1,Medium,Sales Associate,Single,Accidental Coverage,Lite,14445,470322
1110,Adult,25,103981,0,140752,2,High,Manager,Married,Family Health Insurance,Premier,25574,499383
1111,Child,6,0,70005,70005,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
1112,Adult,64,94877,0,94877,1,Medium,Technician,Single,Parents Health Insurance,Lite,10404,573070
1113,Child,6,0,61853,61853,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
1114,Adult,65,147069,0,257422,1,High,Entrepreneur,Married,Parents Health Insurance,Premier,18790,573070
1115,Adult,34,64266,0,64266,1,Medium,Sales Associate,Single,Accidental Coverage,Lite,14445,470322
1116,Adult,65,36771,0,126073,1,Low,Service Worker,Married,Parents Health Insurance,Basic,4515,573070
1117,Adult,55,41311,0,41311,1,Low,Service Worker,Single,Parents Health Insurance,Basic,4515,573070
1118,Child,11,0,110049,110049,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
1119,Child,3,0,28436,28436,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
1120,Adult,49,14917,0,14917,1,Low,Factory Worker,Single,Individual Health Insurance,Basic,4712,669409
1121,Child,12,0,70005,70005,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
1122,Adult,49,103981,0,103981,1,High,Manager,Single,Protability Insurance,Premier,18613,326569
1123,Child,4,0,141451,141451,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
1124,Adult,54,103981,0,140752,3,High,Factory Worker,Married,Family Health Insurance,Premier,25574,499383
1125,Adult,58,44710,0,81481,1,Low,Factory Worker,Married,Parents Health Insurance,Basic,4515,573070
1126,Child,7,0,40931,40931,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
1127,Young Adult,22,116867,0,131784,4,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
1128,Young Adult,22,124740,0,175045,2,High,Executive,Married,Family Health Insurance,Premier,25574,499383
1129,Child,12,0,128696,128696,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
1130,Adult,54,107277,0,232017,3,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
1131,Adult,42,52200,0,52200,1,Medium,Sales Associate,Single,Individual Health Insurance,Lite,13437,669409
1132,Adult,30,94877,0,135845,1,Medium,Technician,Married,Protability Insurance,Lite,10315,326569
1133,Adult,43,139854,0,139854,1,High,Manager,Single,Accidental Coverage,Premier,15431,470322
1134,Adult,45,42112,0,42112,1,Low,Factory Worker,Single,Protability Insurance,Basic,6790,326569
1135,Adult,40,144726,0,193929,3,High,Professional,Married,Family Health Insurance,Premier,25574,499383
1136,Teen,16,0,124740,124740,6,High,Dependent,Single,Accidental Coverage,Premier,15431,470322
1137,Adult,53,110601,0,110601,1,High,Entrepreneur,Single,Protability Insurance,Premier,18613,326569
1138,Adult,34,17314,0,17314,1,Low,Service Worker,Single,Protability Insurance,Basic,6790,326569
1139,Adult,27,107277,0,107277,1,High,Entrepreneur,Single,Protability Insurance,Premier,18613,326569
1140,Adult,52,116867,0,166070,2,High,Manager,Married,Family Health Insurance,Premier,25574,499383
1141,Adult,60,42112,0,83080,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
1142,Adult,63,50305,0,50305,1,Medium,Clerical,Single,Parents Health Insurance,Lite,10404,573070
1143,Adult,54,107277,0,224144,4,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
1144,Teen,15,0,49203,49203,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
1145,Adult,54,52200,0,147077,4,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
1146,Adult,24,89302,0,184179,3,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
1147,Child,7,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
1148,Adult,52,48981,0,48981,1,Low,Blue-collar,Single,Protability Insurance,Basic,6790,326569
1149,Adult,47,147069,0,254346,3,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
1150,Adult,23,49203,0,49203,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
1151,Adult,49,92044,0,142349,4,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
1152,Adult,59,14734,0,141771,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
1153,Child,7,0,77923,77923,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
1154,Adult,64,103981,0,103981,1,High,Entrepreneur,Single,Parents Health Insurance,Premier,18790,573070
1155,Adult,26,94877,0,189392,4,Medium,Factory Worker,Married,Family Health Insurance,Lite,17575,499383
1156,Teen,16,0,103981,103981,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
1157,Adult,54,40968,0,40968,1,Low,Service Worker,Single,Individual Health Insurance,Basic,4712,669409
1158,Adult,55,110601,0,235341,1,High,Executive,Married,Parents Health Insurance,Premier,18790,573070
1159,Adult,53,40968,0,40968,1,Low,Factory Worker,Single,Accidental Coverage,Basic,8791,470322
1160,Adult,32,40968,0,96427,1,Low,Blue-collar,Married,Protability Insurance,Basic,6790,326569
1161,Adult,53,107277,0,107277,1,High,Entrepreneur,Single,Individual Health Insurance,Premier,18299,669409
1162,Adult,60,110601,0,220954,1,High,Executive,Married,Parents Health Insurance,Premier,18790,573070
1163,Young Adult,19,49203,0,112806,1,Low,Factory Worker,Married,Accidental Coverage,Basic,8791,470322
1164,Teen,16,0,107277,107277,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
1165,Adult,65,110601,0,220954,1,High,Executive,Married,Parents Health Insurance,Premier,18790,573070
1166,Adult,30,94877,0,205478,2,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
1167,Adult,28,110601,0,110601,1,High,Entrepreneur,Single,Individual Health Insurance,Premier,18299,669409
1168,Adult,51,103981,0,144949,4,High,Manager,Married,Family Health Insurance,Premier,25574,499383
1169,Teen,19,0,144726,144726,5,High,Dependent,Single,Covid Coverage,Premier,8978,541031
1170,Adult,54,110601,0,110601,1,High,Manager,Single,Protability Insurance,Premier,18613,326569
1171,Adult,42,107277,0,122011,1,High,Professional,Married,Individual Health Insurance,Premier,18299,669409
1172,Adult,34,147069,0,263936,3,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
1173,Adult,56,52200,0,52200,1,Medium,Technician,Single,Parents Health Insurance,Lite,10404,573070
1174,Teen,15,0,127037,127037,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
1175,Adult,53,116867,0,233734,3,High,Professional,Married,Family Health Insurance,Premier,25574,499383
1176,Young Adult,20,89302,0,89302,1,Medium,White-collar,Single,Individual Health Insurance,Lite,13437,669409
1177,Adult,55,14917,0,79183,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
1178,Child,4,0,135386,135386,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
1179,Adult,39,55459,0,104662,2,Medium,Factory Worker,Married,Family Health Insurance,Lite,17575,499383
1180,Adult,57,110601,0,174867,1,High,Manager,Married,Parents Health Insurance,Premier,18790,573070
1181,Adult,41,40968,0,135483,1,Low,Service Worker,Married,Accidental Coverage,Basic,8791,470322
1182,Adult,48,89302,0,130613,4,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
1183,Young Adult,19,44710,0,44710,1,Low,Factory Worker,Single,Individual Health Insurance,Basic,4712,669409
1184,Adult,28,64266,0,174867,2,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
1185,Teen,14,0,40968,40968,6,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
1186,Adult,39,88061,0,182576,3,Medium,Factory Worker,Married,Family Health Insurance,Lite,17575,499383
1187,Child,5,0,61853,61853,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
1188,Adult,59,94515,0,94515,1,Medium,White-collar,Single,Parents Health Insurance,Lite,10404,573070
1189,Adult,38,94877,0,94877,1,Medium,Clerical,Single,Individual Health Insurance,Lite,13437,669409
1190,Adult,26,50305,0,105764,4,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
1191,Child,5,0,95438,95438,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
1192,Adult,63,92044,0,216784,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
1193,Adult,29,63603,0,180470,1,Medium,White-collar,Married,Protability Insurance,Lite,10315,326569
1194,Child,9,0,105712,105712,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
1195,Adult,61,92044,0,180105,1,Medium,Technician,Married,Parents Health Insurance,Lite,10404,573070
1196,Teen,15,0,50305,50305,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
1197,Adult,24,139854,0,204120,1,High,Manager,Married,Accidental Coverage,Premier,15431,470322
1198,Adult,59,89302,0,89302,1,Medium,Technician,Single,Parents Health Insurance,Lite,10404,573070
1199,Adult,59,92044,0,92044,1,Medium,Technician,Single,Parents Health Insurance,Lite,10404,573070
1200,Adult,31,94515,0,135826,3,Medium,Factory Worker,Married,Family Health Insurance,Lite,17575,499383
1201,Teen,19,0,89302,89302,6,Medium,Dependent,Single,Accidental Coverage,Lite,14445,470322
1202,Adult,48,50305,0,175045,4,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
1203,Child,10,0,77923,77923,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
1204,Teen,13,0,139854,139854,5,High,Dependent,Single,Protability Insurance,Premier,18613,326569
1205,Adult,41,110353,0,110353,1,High,Manager,Single,Accidental Coverage,Premier,15431,470322
1206,Adult,31,127037,0,231018,4,High,Executive,Married,Family Health Insurance,Premier,25574,499383
1207,Adult,43,64266,0,204120,2,Medium,Factory Worker,Married,Family Health Insurance,Lite,17575,499383
1208,Child,7,0,141451,141451,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
1209,Young Adult,19,144726,0,193929,2,High,Factory Worker,Married,Family Health Insurance,Premier,25574,499383
1210,Adult,63,36771,0,85974,1,Low,Factory Worker,Married,Parents Health Insurance,Basic,4515,573070
1211,Adult,43,48981,0,90292,1,Low,Factory Worker,Married,Protability Insurance,Basic,6790,326569
1212,Adult,59,37229,0,37229,1,Low,Service Worker,Single,Parents Health Insurance,Basic,4515,573070
1213,Adult,41,52200,0,199269,2,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
1214,Adult,54,89302,0,89302,1,Medium,Clerical,Single,Individual Health Insurance,Lite,13437,669409
1215,Adult,43,64266,0,64266,1,Medium,Sales Associate,Single,Individual Health Insurance,Lite,13437,669409
1216,Adult,58,52200,0,52200,1,Medium,Sales Associate,Single,Parents Health Insurance,Lite,10404,573070
1217,Adult,23,50305,0,99508,3,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
1218,Adult,31,52200,0,52200,1,Medium,Sales Associate,Single,Accidental Coverage,Lite,14445,470322
1219,Adult,44,49203,0,193929,1,Low,Factory Worker,Married,Accidental Coverage,Basic,8791,470322
1220,Adult,23,44710,0,134012,1,Low,Factory Worker,Married,Accidental Coverage,Basic,8791,470322
1221,Adult,43,88061,0,235130,2,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
1222,Child,7,0,110049,110049,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
1223,Adult,47,40968,0,40968,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
1224,Adult,23,139854,0,227915,4,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
1225,Adult,49,42112,0,42112,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
1226,Adult,52,63603,0,108313,3,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
1227,Young Adult,21,92044,0,92044,1,Medium,Technician,Single,Protability Insurance,Lite,10315,326569
1228,Adult,51,110601,0,110601,1,High,Entrepreneur,Single,Individual Health Insurance,Premier,18299,669409
1229,Child,8,0,81150,81150,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
1230,Adult,42,144726,0,252003,4,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
1231,Teen,16,0,88061,88061,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
1232,Teen,14,0,92044,92044,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
1233,Teen,19,0,50305,50305,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
1234,Adult,25,127037,0,164266,3,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
1235,Adult,56,127037,0,234314,1,High,Professional,Married,Parents Health Insurance,Premier,18790,573070
1236,Adult,64,94877,0,94877,1,Medium,Technician,Single,Parents Health Insurance,Lite,10404,573070
1237,Teen,18,0,52200,52200,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
1238,Child,7,0,81150,81150,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
1239,Adult,40,116867,0,116867,1,High,Entrepreneur,Single,Individual Health Insurance,Premier,18299,669409
1240,Child,4,0,110049,110049,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
1241,Child,9,0,95438,95438,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
1242,Child,12,0,108000,108000,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
1243,Adult,27,55459,0,97571,4,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
